GRADES,SCORES,ATTENDANCE,ENGAGEMENT,STUDY HOURS,STYLE,INTEREST,MANAGEMENT,CONSISTENCY,MENTAL_CONDITION,RESPONSE_TO_FEEDBACK,HEALTH_CONDITION,FAST_LEARNER
C,366,64,NEGATIVE,1.5,KINESTHETIC,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
C+,554,76,NEGATIVE,2.5,VISUAL,NO,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NO
C,437,74,NEGATIVE,1.0,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
B+,599,60,NEGATIVE,1.7,KINESTHETIC,NO,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NO
C,333,67,NEGATIVE,1.8,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
C+,628,80,POSITIVE,2.8,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
C,419,68,NEGATIVE,1.7,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
B,422,73,NEGATIVE,1.1,KINESTHETIC,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A+,602,87,POSITIVE,3.1,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
C,333,73,NEGATIVE,1.5,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
B+,649,84,POSITIVE,2.5,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A,795,74,POSITIVE,2.8,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A+,743,80,POSITIVE,2.5,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
B+,333,69,NEGATIVE,1.0,AUDITORY,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
C,333,62,NEGATIVE,1.6,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
C,333,68,NEGATIVE,1.0,AUDITORY,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
B+,369,72,NEGATIVE,1.2,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
C-,411,76,NEGATIVE,1.4,KINESTHETIC,NO,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NO
B+,688,82,POSITIVE,2.8,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
B,333,74,NEGATIVE,1.0,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
C+,345,77,POSITIVE,1.1,KINESTHETIC,NO,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
B+,406,61,POSITIVE,1.8,AUDITORY,YES,POSITIVE,POSITIVE,POSITIVE,NEGATIVE,NEGATIVE,NO
A,764,95,POSITIVE,3.4,AUDITORY,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A,746,87,POSITIVE,2.9,AUDITORY,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A,792,81,POSITIVE,3.3,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A,712,76,POSITIVE,2.7,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A+,384,67,NEGATIVE,1.4,VISUAL,NO,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NO
A,624,81,POSITIVE,2.5,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
B,333,68,NEGATIVE,1.0,AUDITORY,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A+,781,84,POSITIVE,2.8,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
B+,333,68,NEGATIVE,1.0,VISUAL,NO,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
C,456,69,NEGATIVE,1.4,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
B,771,87,POSITIVE,3.2,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A,814,92,POSITIVE,2.4,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A,690,86,POSITIVE,2.9,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
B,333,69,NEGATIVE,1.1,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A,739,95,POSITIVE,2.4,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
B,455,63,NEGATIVE,1.5,KINESTHETIC,NO,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,POSITIVE,NO
B,708,89,POSITIVE,3.6,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A,702,93,POSITIVE,2.2,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
C+,333,71,NEGATIVE,1.5,VISUAL,NO,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NO
B,335,64,NEGATIVE,1.3,KINESTHETIC,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A,785,80,POSITIVE,3.0,AUDITORY,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A-,779,78,POSITIVE,2.8,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A,845,74,POSITIVE,3.0,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
C+,372,74,NEGATIVE,1.3,AUDITORY,NO,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NO
A,783,89,POSITIVE,3.2,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
C,497,74,NEGATIVE,1.3,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
C,464,76,NEGATIVE,2.9,VISUAL,NO,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NO
C,333,73,NEGATIVE,1.2,AUDITORY,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A,727,93,POSITIVE,2.8,AUDITORY,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
C,437,69,NEGATIVE,1.1,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A,671,90,POSITIVE,2.7,AUDITORY,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
C,407,71,NEGATIVE,1.2,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A,423,73,POSITIVE,2.6,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
B,773,95,POSITIVE,3.5,AUDITORY,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A,691,92,POSITIVE,3.0,AUDITORY,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
C+,481,75,NEGATIVE,2.4,AUDITORY,NO,NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,YES
B,376,72,NEGATIVE,1.1,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A,832,92,POSITIVE,2.2,AUDITORY,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A-,685,89,POSITIVE,2.7,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
B+,341,66,NEGATIVE,1.4,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
C,333,66,NEGATIVE,1.7,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
C+,373,81,NEGATIVE,1.2,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A,690,66,POSITIVE,2.8,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
C-,333,77,NEGATIVE,1.6,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A-,740,88,POSITIVE,2.9,AUDITORY,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
C+,454,78,NEGATIVE,1.0,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
C,594,84,POSITIVE,2.6,VISUAL,YES,NEGATIVE,POSITIVE,POSITIVE,POSITIVE,NEGATIVE,YES
C,333,72,NEGATIVE,1.3,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A,639,86,POSITIVE,2.6,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
C-,333,65,NEGATIVE,1.3,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A,785,83,POSITIVE,3.1,AUDITORY,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A,804,92,POSITIVE,2.6,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A,762,90,POSITIVE,3.0,AUDITORY,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
B,370,68,NEGATIVE,1.8,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
B,803,67,POSITIVE,3.1,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,NEGATIVE,POSITIVE,YES
A,814,93,POSITIVE,2.7,AUDITORY,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
C+,345,70,NEGATIVE,1.5,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A,753,95,POSITIVE,3.3,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
B+,692,82,POSITIVE,2.6,AUDITORY,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A,738,85,POSITIVE,2.6,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
C+,333,73,NEGATIVE,1.6,KINESTHETIC,NO,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
C,479,71,NEGATIVE,1.1,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
C,366,65,NEGATIVE,1.2,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A,694,95,POSITIVE,2.5,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A,710,85,POSITIVE,2.5,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
C,333,66,NEGATIVE,1.0,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
B,513,90,POSITIVE,2.4,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,NO
B+,333,69,NEGATIVE,1.3,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A-,826,94,POSITIVE,2.5,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,NEGATIVE,POSITIVE,YES
B+,785,95,POSITIVE,2.9,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A,895,93,NEGATIVE,2.9,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
C,333,70,NEGATIVE,1.0,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A,668,92,POSITIVE,3.4,AUDITORY,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
C,649,72,NEGATIVE,1.5,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,NO
B,374,66,NEGATIVE,2.0,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
C+,343,68,NEGATIVE,1.1,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A,792,73,POSITIVE,3.7,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
C,391,75,NEGATIVE,1.3,VISUAL,NO,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NO
A,678,91,POSITIVE,3.0,KINESTHETIC,NO,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,POSITIVE,YES
B+,333,72,NEGATIVE,1.0,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A+,655,93,POSITIVE,2.9,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A-,424,70,NEGATIVE,1.4,KINESTHETIC,NO,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A,668,78,POSITIVE,3.0,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A,697,95,POSITIVE,3.1,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
B+,333,63,NEGATIVE,1.3,AUDITORY,NO,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NO
B+,409,69,POSITIVE,2.7,KINESTHETIC,YES,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE,POSITIVE,NO
A-,730,87,POSITIVE,2.8,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A,765,85,POSITIVE,2.7,AUDITORY,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
B+,335,76,NEGATIVE,1.3,KINESTHETIC,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A+,894,85,POSITIVE,3.6,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
B+,339,70,NEGATIVE,1.6,KINESTHETIC,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A,817,94,POSITIVE,2.5,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
C,333,62,NEGATIVE,1.0,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
B+,492,69,NEGATIVE,1.6,VISUAL,NO,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NO
B+,366,74,NEGATIVE,1.2,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
B+,333,71,NEGATIVE,1.5,AUDITORY,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
C-,333,72,NEGATIVE,1.1,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A-,630,92,POSITIVE,2.4,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
B+,754,72,NEGATIVE,1.0,KINESTHETIC,YES,POSITIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,NO
B+,419,65,NEGATIVE,1.6,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
B,437,61,NEGATIVE,1.4,KINESTHETIC,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
C,333,68,NEGATIVE,1.7,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
C-,333,59,NEGATIVE,1.0,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A+,792,95,POSITIVE,2.4,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A+,543,89,POSITIVE,2.8,VISUAL,NO,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,POSITIVE,YES
A,688,89,POSITIVE,3.0,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A,806,95,POSITIVE,2.4,AUDITORY,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
B+,411,72,NEGATIVE,1.1,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A-,738,93,POSITIVE,2.8,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
B,333,61,NEGATIVE,1.6,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A-,354,93,POSITIVE,1.8,VISUAL,NO,POSITIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,YES
A+,667,84,POSITIVE,3.4,AUDITORY,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,NEGATIVE,NO
A-,423,68,NEGATIVE,1.2,VISUAL,NO,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NO
A+,767,78,POSITIVE,2.9,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A,694,86,POSITIVE,3.3,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
C+,333,59,NEGATIVE,1.1,KINESTHETIC,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
B,665,86,POSITIVE,2.6,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,NEGATIVE,YES
B+,333,69,NEGATIVE,1.8,VISUAL,NO,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NO
A,639,95,POSITIVE,2.7,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
C,333,72,NEGATIVE,1.0,KINESTHETIC,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
B,579,81,NEGATIVE,2.9,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
C,483,78,NEGATIVE,1.4,KINESTHETIC,NO,NEGATIVE,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NO
B,462,80,NEGATIVE,2.7,KINESTHETIC,NO,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
C+,333,68,NEGATIVE,1.7,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A,790,91,POSITIVE,3.0,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A,621,83,POSITIVE,2.2,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A,411,77,NEGATIVE,3.1,VISUAL,YES,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NO
A,653,90,POSITIVE,3.9,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
B,359,60,POSITIVE,1.3,AUDITORY,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
B+,869,95,POSITIVE,2.7,AUDITORY,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A,758,84,POSITIVE,3.5,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
B+,472,67,NEGATIVE,1.4,AUDITORY,NO,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NO
B+,333,72,NEGATIVE,1.0,KINESTHETIC,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
C,333,63,NEGATIVE,1.5,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A,784,95,POSITIVE,2.8,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
B,536,67,NEGATIVE,1.8,VISUAL,NO,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NO
B+,676,88,POSITIVE,3.5,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,NO
B+,369,75,POSITIVE,1.4,VISUAL,NO,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NO
C,416,65,POSITIVE,2.5,AUDITORY,YES,POSITIVE,POSITIVE,POSITIVE,NEGATIVE,POSITIVE,YES
A,725,85,POSITIVE,3.0,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
B+,735,74,POSITIVE,2.3,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
C,434,60,NEGATIVE,1.6,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
C+,510,74,NEGATIVE,1.9,KINESTHETIC,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
C,333,73,NEGATIVE,1.2,KINESTHETIC,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
B,404,63,POSITIVE,2.8,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,NEGATIVE,NO
B+,479,62,POSITIVE,2.8,AUDITORY,YES,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,YES
B+,333,75,NEGATIVE,1.1,KINESTHETIC,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
B,477,69,POSITIVE,2.7,VISUAL,NO,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,NO
B+,355,69,NEGATIVE,1.0,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
C+,333,63,NEGATIVE,1.4,KINESTHETIC,NO,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A-,816,93,NEGATIVE,1.3,AUDITORY,NO,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NO
C,444,68,NEGATIVE,1.8,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
B+,660,64,NEGATIVE,1.2,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A,729,91,POSITIVE,3.1,AUDITORY,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
C-,643,74,POSITIVE,2.6,AUDITORY,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,NEGATIVE,YES
B,454,78,POSITIVE,1.2,VISUAL,NO,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NO
A,714,71,POSITIVE,3.6,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A,678,87,POSITIVE,3.7,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A,781,79,POSITIVE,1.2,KINESTHETIC,YES,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,POSITIVE,YES
C,375,73,NEGATIVE,1.4,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A,697,91,POSITIVE,2.9,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
B,333,78,NEGATIVE,1.6,KINESTHETIC,NO,POSITIVE,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NO
C,525,65,NEGATIVE,1.4,AUDITORY,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
B,333,58,NEGATIVE,3.3,VISUAL,NO,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A,678,89,POSITIVE,2.3,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
B+,333,61,NEGATIVE,1.3,AUDITORY,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
C,577,72,NEGATIVE,1.8,VISUAL,NO,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
B,918,71,POSITIVE,2.7,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A+,357,74,NEGATIVE,1.5,VISUAL,NO,NEGATIVE,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,NO
A,772,81,POSITIVE,2.8,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
C+,788,81,POSITIVE,3.5,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
B,355,65,NEGATIVE,1.3,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
A,333,67,NEGATIVE,1.4,AUDITORY,YES,POSITIVE,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
B+,564,82,POSITIVE,2.3,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A-,788,78,POSITIVE,2.6,KINESTHETIC,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A,701,91,POSITIVE,2.9,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
A+,459,85,POSITIVE,2.7,VISUAL,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
B+,333,72,NEGATIVE,1.0,KINESTHETIC,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
B+,707,84,POSITIVE,2.8,AUDITORY,YES,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,YES
C+,333,64,NEGATIVE,1.5,VISUAL,NO,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NO
